studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,konfidenz,split
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1606,Formale Sprachen – Theoretische Grundlagen und Anwendung,11,Die Studierenden überführen eine kontext-freie Grammatik in Greibach-Normalform.,K,3,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1606,Formale Sprachen – Theoretische Grundlagen und Anwendung,12,Die Studierenden nutzen einen Parsergenerator und spezifizieren dafür die zu parsende Sprache.,K,3,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1606,Formale Sprachen – Theoretische Grundlagen und Anwendung,13,Die Studierenden führen Beweise der (Un-) Vollständigkeit bzw. (fehlender) Korrektheit.,K,3,0.80,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1606,Formale Sprachen – Theoretische Grundlagen und Anwendung,14,Die Studierenden beweisen die Mehrdeutigkeit einer kontext-freien Grammatik.,K,3,0.80,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1606,Formale Sprachen – Theoretische Grundlagen und Anwendung,15,Die Studierenden erarbeiten sich selbständig eine bisher unbekannte Definition und nutzen diese zur Formalisierung.,K,3,0.80,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,1,"Die modernen Computersysteme sind vernetzt, wobei viele von ihnen heterogene Betriebssysteme besitzen.",S,,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,2,"Das Ziel des verteilten Systems (VS) ist es diese Systeme zu integrieren, um das Erscheinungsbild eines einzigen, kohärenten Systems zu präsentieren.",S,,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,3,Die Studierenden benennen die Grundlagen der verteilten Systeme und ihrer Nutzung.,K,1,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,4,Die Studierenden beschreiben Design und Implementierung von verteilten Systemen sowie ihre Benutzung.,K,2,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,5,Die Studierenden lösen gängige Probleme bei verteilten Systemen.,K,3,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,6,Die Studierenden beurteilen die Einsatzmöglichkeiten und Realisierungsmöglichkeiten verteilter Anwendungen.,K,5,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,7,Die Studierenden reproduzieren die Grundlagen zur verteilten Koordination.,K,1,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,8,"Die Studierenden analysieren die Schnittstelle heterogener verteilter Betriebssysteme und entwerfen eine kohärente Systemfassade, die das verteilte System vertritt.",K,6,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,1,Die Studierenden geben die Fachterminologie im Bereich der Robotik mit dem Schwerpunkt autonome mobile Roboter korrekt wieder.,K,1,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,2,"Die Studierenden schildern sowohl die technischen (Mechanik, Antrieb, Sensorik, Aktuatorik) als auch die theoretischen Grundlagen der Robotik (Kinematik, Dynamik) und",K,2,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,3,Die Studierenden berechnen die Pose eines Roboters im Raum anhand einer Roboterkarte sowie eines Aktions- und Sensormodells.,K,3,0.90,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,4,Die Studierenden fusionieren Informationen aus verschiedenen Sensoren mittels Kalman-Filter.,K,3,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,5,"Die Studierenden benennen Verfahren zur Steuerung, Kartenerstellung und Navigation von Robotern in einer Umgebung.",K,1,0.90,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,6,Die Studierenden erklären die Grundlagen von Middleware-Systemen in der Robotik.,K,2,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,7,Die Studierenden setzen die erworbenen Kenntnisse für konkrete Problemstellungen aus dem Bereich mobiler Roboter um.,K,3,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,1,Die Studierenden benennen die verschiedenen gängigen Begrifflichkeiten und ordnen diese richtig ein.,K,1,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,2,Die Studierenden beschreiben die grundlegenden Techniken des Machine Learning sowie deren grundsätzlicher Funktionsweise und deren anwendungsspezifischen Stärken und Schwächen.,K,2,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,3,Die Studierenden identifizieren für ein gegebenes Problem einen geeigneten Lernalgorithmus und,K,4,0.85,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,4,Die Studierenden lösen das Problem unter Benutzung geeigneter Bibliotheken.,K,3,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,5,"Die Studierenden nehmen zu beispielhaften, in den Medien verbreiteten populärwissenschaftlichen Aussagen fundiert Stellung und begründen ihre Meinung fachlich.",K,5,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,1,Die Studierenden planen und realisieren ein umfangreiches Projekt aus dem Gebiet der „Angewandten Informatik“ und wenden dabei im Studium vermittelte Inhalte an.,K,6,0.85,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,2,Die Studierenden vertiefen ihre Fachkenntnis in Spezialisierungen der Informatik.,K,2,0.50,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,3,"Die Studierenden organisieren selbständig das Arbeiten im Team in Form des Projekts (vgl. Arbeitsplan, Ziele, Backlog, Verantwortlichkeiten, Abläufe etc.).",K,6,0.60,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,4,Die Studierenden analysieren und bewerten aktuelle Erkenntnisse zum Stand der Technik und wissenschaftliche Veröffentlichungen und wenden wissenschaftlich-systematische Arbeitstechniken an.,K,5,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,5,Die Studierenden stellen ihr Projekt abschließend als Team vor und wenden erlernte Vortrags- und Präsentationstechniken an.,K,3,0.80,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,6,Die Studierenden erstellen für den Projektabschluss eine Ausarbeitung unter Verwendung wissenschaftlich-methodischer Arbeitstechniken.,K,6,0.60,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,1,Die Studierenden kennen Besonderheiten bei der Programmierung von leistungsfähigen Mikrocontrollern mit Hochsprachen wie C.,K,1,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,2,Die Studierenden benennen wichtige Netzwerkprotokolle für das Internet of Things (IoT).,K,1,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,3,Die Studierenden implementieren TCP/IP-basierte Kommunikationsnetzwerke auf Mikrocontrollern.,K,3,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,4,Die Studierenden integrieren Sensoren und Aktoren mit gängigen digitalen Schnittstellen.,K,3,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,5,Die Studierenden integrieren Software-Bibliotheken.,K,3,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,6,Die Studierenden entwickeln Software auf Mikrocontrollern für eigene IoT-Anwendungen.,K,6,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,7,Die Studierenden erproben IoT-Anwendungen in praktischen Aufbauten.,K,3,0.80,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,8,Die Studierenden bewerten die Einsatzmöglichkeiten von Internet of Things (IoT) Anwendungen.,K,5,0.95,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1416,Abschlussmodul Bachelor Angewandte Informatik,1,"Die Studierenden bearbeiten innerhalb einer vorgegebenen Frist von drei Monaten ein Problem aus dem Fachgebiet der Angewandten Informatik selbständig und nach wissenschaftlichen Methoden,",K,3,0.70,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1416,Abschlussmodul Bachelor Angewandte Informatik,2,"Die Studierenden stellen die gewonnenen Ergebnisse verständlich und folgerichtig nach wissenschaftlichen Qualitätsmerkmalen in einer Hausarbeit (Abschlussarbeit) dar,",K,6,0.60,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1416,Abschlussmodul Bachelor Angewandte Informatik,3,"Die Studierenden fassen die Kernpunkte ihrer Hausarbeit (Abschlussarbeit) in einem mündlichen Vortrag verständlich zusammen,",K,2,0.90,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1416,Abschlussmodul Bachelor Angewandte Informatik,4,"Die Studierenden beantworten mündliche, fachliche Rückfragen zu den Inhalten der Hausarbeit (Abschlussarbeit) und damit verwandten Themen verständlich, richtig und in Übereinstimmung mit den schriftlichen Inhalten.",K,3,0.70,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1652,Abschlussmodul-dual Bachelor Angewandte Informatik,1,"Die Studierenden bearbeiten innerhalb einer vorgegebenen Frist von drei Monaten ein Problem aus dem Fachgebiet der Angewandten Informatik selbständig und nach wissenschaftlichen Methoden,",K,3,0.70,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1652,Abschlussmodul-dual Bachelor Angewandte Informatik,2,"Die Studierenden stellen die gewonnenen Ergebnisse verständlich und folgerichtig nach wissenschaftlichen Qualitätsmerkmalen in einer Hausarbeit (Abschlussarbeit) dar,",K,6,0.60,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1652,Abschlussmodul-dual Bachelor Angewandte Informatik,3,"Die Studierenden fassen die Kernpunkte ihrer Hausarbeit (Abschlussarbeit) in einem mündlichen Vortrag verständlich zusammen,",K,2,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1652,Abschlussmodul-dual Bachelor Angewandte Informatik,4,"Die Studierenden beantworten mündliche, fachliche Rückfragen zu den Inhalten der Hausarbeit (Abschlussarbeit) und damit verwandten Themen verständlich, richtig und in Übereinstimmung mit den schriftlichen Inhalten.",K,3,0.70,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1023,Praxisprojekt,1,Die Studierenden fassen die Arbeitsaufgaben eines typischen Berufsbildes der Informatik zusammen.,K,2,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1023,Praxisprojekt,2,Die Studierenden berücksichtigen die Anforderungen des Bewerbungsprozesses im Personalauswahlverfahren bei ihrer Bewerbung.,K,3,0.80,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1023,Praxisprojekt,3,Die Studierenden wenden das erlernte Fach- und Methodenwissen aus dem Studium in einer Unternehmensumgebung an.,K,3,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1023,Praxisprojekt,4,Die Studierenden setzen ihre erworbenen persönlichen und sozialen Kompetenzen in konkreten Projekten ein und passen sich an betriebliche Gegebenheiten an.,K,3,0.85,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1654,Praxisprojekt–dual,1,Die Studierenden fassen die Arbeitsaufgaben eines typischen Berufsbildes der Informatik zusammen.,K,2,0.90,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1654,Praxisprojekt–dual,2,Die Studierenden wenden das erlernte Fach- und Methodenwissen aus dem Studium in einer Unternehmensumgebung an.,K,3,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1654,Praxisprojekt–dual,3,Die Studierenden setzen ihre erworbenen persönlichen und sozialen Kompetenzen in konkreten Projekten ein und passen sich an betriebliche Gegebenheiten an.,K,3,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,1,Die Studierenden wenden DCC-Tools zur 3D-Modellierung und 3D-Animation fachgerecht an um damit 3D-Szenen zu modellieren und abzuändern sowie computergeneriertes Bildmaterial zu erstellen.,K,3,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,2,"Die Studierenden setzen reale, dreidimensionale Objekte eigenständig und unter Verwendung eines für ein gegebenes Gestaltungsziel geeigneten Verfahrens in ein ggfs. texturiertes 3D-Modell um.",K,3,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,3,Die Studierenden evaluieren ihre 3D-Modelle anhand von Gestaltungskriterien.,K,5,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,4,Die Studierenden erstellen mit einer 3D-Software zu gegebenen komplexeren Aufgabenstellungen passende Lösungen.,K,3,0.80,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,5,Die Studierenden erstellen ein einfaches Storyboard oder bilden in 3D aus einem vorgegebenen Storyboard zeichnerisch umgesetzte Szenen nach.,K,3,0.80,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,6,Die Studierenden erklären die Verwendung verschiedene Renderingverfahren und welche Bereiche der Szene gerendert und welche in der Postproduktion entstehen müssen.,K,2,0.90,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI4013,Aktuelles Thema der Angewandten Informatik (Bachelor),1,Die Studierenden diskutieren zentrale Inhalte aktueller wissenschaftlicher und praxisnaher Problemstellungen der Angewandten Informatik.,K,2,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI4013,Aktuelles Thema der Angewandten Informatik (Bachelor),2,Die Studierenden vergleichen und bewerten aktuelle wissenschaftliche Veröffentlichungen beziehungsweise Entwicklungen in der Industrie im Bezug zur fokussierten Problemstellung.,K,5,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI4013,Aktuelles Thema der Angewandten Informatik (Bachelor),3,Die Studierenden wenden die gewonnenen Erkenntnisse im Rahmen von praktischen Aufgaben passend zum aktuellen (Teil-)problem fachgerecht an..,K,3,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,1,"Die Studierenden wenden die grundlegenden Verfahren der Computeranimation auf gegebene Problemstellungen an: die Animation unter Verwendung von Keyframes, deren Interpolation, die Berechnung einer direkten Kinematik beim Einsatz von kinematischen Ketten.",K,3,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,2,"Die Studierenden beschreiben die Funktionsweise und Anwendung von Deformationsverfahren, Morphing und Warping.",K,2,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,3,"Die Studierenden fassen die grundlegende Funktionsweise prozeduraler Animationstechniken, insbesondere Partikelsysteme fachgerecht zusammen.",K,2,0.90,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,4,"Die Studierenden realisieren sowohl Online-, wie auch Offline-Animations-Systeme mit der Bibliothek Processing.",K,3,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,5,Die Studierenden beschreiben die grundlegenden mathematischen Verfahren zur Berechnung von Animationen: Berechnung der zeitlichen und räumlichen Interpolation zwischen Stützpunkten sowie Partikelanimation auf Grundlage der Simulation physikalischer Kräfte und deren Wechselwirkungen.,K,2,0.90,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,1,"Die Studierenden planen, konzipieren und setzen ein komplexes Medienprojekt selbständig um.",K,6,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,2,Die Studierenden benennen die einzelnen Phasen eines typischen Medienprojektes.,K,1,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,3,Die Studierenden bedienen Software-Tools zur Bearbeitung von digitalen Audio- und Videodaten fachgerecht.,K,3,0.95,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,4,Die Studierenden beschreiben die korrekte Bedienung aktueller Kamerasysteme.,K,2,0.90,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,5,"Die Studierenden argumentieren anhand von technischen und dramaturgischen Qualitätsmerkmalen, wie Licht und Ton in einer Szene einzusetzen sind.",K,5,0.85,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,6,Die Studierenden erstellen ein Storyboard für eine Medienproduktion.,K,3,0.80,train
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1008,Betriebswirtschaftslehre 2,1,Die Studierenden beschreiben die Systematik der Produktionsfaktoren und den Wertschöpfungsprozess in Unternehmen von der Faktorbereitstellung bis zum Vertrieb der Enderzeugnisse.,K,2,0.90,test
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1008,Betriebswirtschaftslehre 2,2,"Die Studierenden definieren und unterscheiden Fachbegriffe aus den betrieblichen Funktionen Personal- und Materialwirtschaft, Logistik, Produktion, Marketing sowie der Planung als Teil der betrieblichen Leitungsfunktion.",K,4,0.85,test
