studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,qualitaet,konfidenz
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,3,Die Studierenden benennen die Grundlagen der verteilten Systeme und ihrer Nutzung.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,4,Die Studierenden beschreiben Design und Implementierung von verteilten Systemen sowie ihre Benutzung.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,5,Die Studierenden lösen gängige Probleme bei verteilten Systemen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,6,Die Studierenden beurteilen die Einsatzmöglichkeiten und Realisierungsmöglichkeiten verteilter Anwendungen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,7,Die Studierenden reproduzieren die Grundlagen zur verteilten Koordination.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1015,Verteilte Systeme,8,"Die Studierenden analysieren die Schnittstelle heterogener verteilter Betriebssysteme und entwerfen eine kohärente Systemfassade, die das verteilte System vertritt.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,1,Die Studierenden geben die Fachterminologie im Bereich der Robotik mit dem Schwerpunkt autonome mobile Roboter korrekt wieder.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,2,"Die Studierenden schildern sowohl die technischen (Mechanik, Antrieb, Sensorik, Aktuatorik) als auch die theoretischen Grundlagen der Robotik (Kinematik, Dynamik) und",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,3,Die Studierenden berechnen die Pose eines Roboters im Raum anhand einer Roboterkarte sowie eines Aktions- und Sensormodells.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,4,Die Studierenden fusionieren Informationen aus verschiedenen Sensoren mittels Kalman-Filter.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,5,"Die Studierenden benennen Verfahren zur Steuerung, Kartenerstellung und Navigation von Robotern in einer Umgebung.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,6,Die Studierenden erklären die Grundlagen von Middleware-Systemen in der Robotik.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1039,Robotik,7,Die Studierenden setzen die erworbenen Kenntnisse für konkrete Problemstellungen aus dem Bereich mobiler Roboter um.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,1,Die Studierenden benennen die verschiedenen gängigen Begrifflichkeiten und ordnen diese richtig ein.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,2,Die Studierenden beschreiben die grundlegenden Techniken des Machine Learning sowie deren grundsätzlicher Funktionsweise und deren anwendungsspezifischen Stärken und Schwächen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,3,Die Studierenden identifizieren für ein gegebenes Problem einen geeigneten Lernalgorithmus und,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,4,Die Studierenden lösen das Problem unter Benutzung geeigneter Bibliotheken.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1020,Künstliche Intelligenz und maschinelles Lernen,5,"Die Studierenden nehmen zu beispielhaften, in den Medien verbreiteten populärwissenschaftlichen Aussagen fundiert Stellung und begründen ihre Meinung fachlich.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,1,Die Studierenden planen und realisieren ein umfangreiches Projekt aus dem Gebiet der „Angewandten Informatik“ und wenden dabei im Studium vermittelte Inhalte an.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,2,Die Studierenden vertiefen ihre Fachkenntnis in Spezialisierungen der Informatik.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,3,"Die Studierenden organisieren selbständig das Arbeiten im Team in Form des Projekts (vgl. Arbeitsplan, Ziele, Backlog, Verantwortlichkeiten, Abläufe etc.).",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,4,Die Studierenden analysieren und bewerten aktuelle Erkenntnisse zum Stand der Technik und wissenschaftliche Veröffentlichungen und wenden wissenschaftlich-systematische Arbeitstechniken an.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,5,Die Studierenden stellen ihr Projekt abschließend als Team vor und wenden erlernte Vortrags- und Präsentationstechniken an.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1021,Bachelor-Projekt Angewandte Informatik,6,Die Studierenden erstellen für den Projektabschluss eine Ausarbeitung unter Verwendung wissenschaftlich-methodischer Arbeitstechniken.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,1,Die Studierenden kennen Besonderheiten bei der Programmierung von leistungsfähigen Mikrocontrollern mit Hochsprachen wie C.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,2,Die Studierenden benennen wichtige Netzwerkprotokolle für das Internet of Things (IoT).,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,3,Die Studierenden implementieren TCP/IP-basierte Kommunikationsnetzwerke auf Mikrocontrollern.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,4,Die Studierenden integrieren Sensoren und Aktoren mit gängigen digitalen Schnittstellen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,5,Die Studierenden integrieren Software-Bibliotheken.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,6,Die Studierenden entwickeln Software auf Mikrocontrollern für eigene IoT-Anwendungen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,7,Die Studierenden erproben IoT-Anwendungen in praktischen Aufbauten.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1590,Internet of Things,8,Die Studierenden bewerten die Einsatzmöglichkeiten von Internet of Things (IoT) Anwendungen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1416,Abschlussmodul Bachelor Angewandte Informatik,1,"Die Studierenden bearbeiten innerhalb einer vorgegebenen Frist von drei Monaten ein Problem aus dem Fachgebiet der Angewandten Informatik selbständig und nach wissenschaftlichen Methoden,",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1416,Abschlussmodul Bachelor Angewandte Informatik,2,"Die Studierenden stellen die gewonnenen Ergebnisse verständlich und folgerichtig nach wissenschaftlichen Qualitätsmerkmalen in einer Hausarbeit (Abschlussarbeit) dar,",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1416,Abschlussmodul Bachelor Angewandte Informatik,3,"Die Studierenden fassen die Kernpunkte ihrer Hausarbeit (Abschlussarbeit) in einem mündlichen Vortrag verständlich zusammen,",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1416,Abschlussmodul Bachelor Angewandte Informatik,4,"Die Studierenden beantworten mündliche, fachliche Rückfragen zu den Inhalten der Hausarbeit (Abschlussarbeit) und damit verwandten Themen verständlich, richtig und in Übereinstimmung mit den schriftlichen Inhalten.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1652,Abschlussmodul-dual Bachelor Angewandte Informatik,1,"Die Studierenden bearbeiten innerhalb einer vorgegebenen Frist von drei Monaten ein Problem aus dem Fachgebiet der Angewandten Informatik selbständig und nach wissenschaftlichen Methoden,",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1652,Abschlussmodul-dual Bachelor Angewandte Informatik,2,"Die Studierenden stellen die gewonnenen Ergebnisse verständlich und folgerichtig nach wissenschaftlichen Qualitätsmerkmalen in einer Hausarbeit (Abschlussarbeit) dar,",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1652,Abschlussmodul-dual Bachelor Angewandte Informatik,3,"Die Studierenden fassen die Kernpunkte ihrer Hausarbeit (Abschlussarbeit) in einem mündlichen Vortrag verständlich zusammen,",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1652,Abschlussmodul-dual Bachelor Angewandte Informatik,4,"Die Studierenden beantworten mündliche, fachliche Rückfragen zu den Inhalten der Hausarbeit (Abschlussarbeit) und damit verwandten Themen verständlich, richtig und in Übereinstimmung mit den schriftlichen Inhalten.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1023,Praxisprojekt,1,Die Studierenden fassen die Arbeitsaufgaben eines typischen Berufsbildes der Informatik zusammen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1023,Praxisprojekt,2,Die Studierenden berücksichtigen die Anforderungen des Bewerbungsprozesses im Personalauswahlverfahren bei ihrer Bewerbung.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1023,Praxisprojekt,3,Die Studierenden wenden das erlernte Fach- und Methodenwissen aus dem Studium in einer Unternehmensumgebung an.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1023,Praxisprojekt,4,Die Studierenden setzen ihre erworbenen persönlichen und sozialen Kompetenzen in konkreten Projekten ein und passen sich an betriebliche Gegebenheiten an.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1654,Praxisprojekt–dual,1,Die Studierenden fassen die Arbeitsaufgaben eines typischen Berufsbildes der Informatik zusammen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1654,Praxisprojekt–dual,2,Die Studierenden wenden das erlernte Fach- und Methodenwissen aus dem Studium in einer Unternehmensumgebung an.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1654,Praxisprojekt–dual,3,Die Studierenden setzen ihre erworbenen persönlichen und sozialen Kompetenzen in konkreten Projekten ein und passen sich an betriebliche Gegebenheiten an.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,1,Die Studierenden wenden DCC-Tools zur 3D-Modellierung und 3D-Animation fachgerecht an um damit 3D-Szenen zu modellieren und abzuändern sowie computergeneriertes Bildmaterial zu erstellen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,2,"Die Studierenden setzen reale, dreidimensionale Objekte eigenständig und unter Verwendung eines für ein gegebenes Gestaltungsziel geeigneten Verfahrens in ein ggfs. texturiertes 3D-Modell um.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,3,Die Studierenden evaluieren ihre 3D-Modelle anhand von Gestaltungskriterien.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,4,Die Studierenden erstellen mit einer 3D-Software zu gegebenen komplexeren Aufgabenstellungen passende Lösungen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,5,Die Studierenden erstellen ein einfaches Storyboard oder bilden in 3D aus einem vorgegebenen Storyboard zeichnerisch umgesetzte Szenen nach.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1522,3D-Modellierung und Animation,6,Die Studierenden erklären die Verwendung verschiedene Renderingverfahren und welche Bereiche der Szene gerendert und welche in der Postproduktion entstehen müssen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI4013,Aktuelles Thema der Angewandten Informatik (Bachelor),1,Die Studierenden diskutieren zentrale Inhalte aktueller wissenschaftlicher und praxisnaher Problemstellungen der Angewandten Informatik.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI4013,Aktuelles Thema der Angewandten Informatik (Bachelor),2,Die Studierenden vergleichen und bewerten aktuelle wissenschaftliche Veröffentlichungen beziehungsweise Entwicklungen in der Industrie im Bezug zur fokussierten Problemstellung.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI4013,Aktuelles Thema der Angewandten Informatik (Bachelor),3,Die Studierenden wenden die gewonnenen Erkenntnisse im Rahmen von praktischen Aufgaben passend zum aktuellen (Teil-)problem fachgerecht an..,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,1,"Die Studierenden wenden die grundlegenden Verfahren der Computeranimation auf gegebene Problemstellungen an: die Animation unter Verwendung von Keyframes, deren Interpolation, die Berechnung einer direkten Kinematik beim Einsatz von kinematischen Ketten.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,2,"Die Studierenden beschreiben die Funktionsweise und Anwendung von Deformationsverfahren, Morphing und Warping.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,3,"Die Studierenden fassen die grundlegende Funktionsweise prozeduraler Animationstechniken, insbesondere Partikelsysteme fachgerecht zusammen.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,4,"Die Studierenden realisieren sowohl Online-, wie auch Offline-Animations-Systeme mit der Bibliothek Processing.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1051,Animationsprogrammierung,5,Die Studierenden beschreiben die grundlegenden mathematischen Verfahren zur Berechnung von Animationen: Berechnung der zeitlichen und räumlichen Interpolation zwischen Stützpunkten sowie Partikelanimation auf Grundlage der Simulation physikalischer Kräfte und deren Wechselwirkungen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,1,"Die Studierenden planen, konzipieren und setzen ein komplexes Medienprojekt selbständig um.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,2,Die Studierenden benennen die einzelnen Phasen eines typischen Medienprojektes.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,3,Die Studierenden bedienen Software-Tools zur Bearbeitung von digitalen Audio- und Videodaten fachgerecht.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,4,Die Studierenden beschreiben die korrekte Bedienung aktueller Kamerasysteme.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,5,"Die Studierenden argumentieren anhand von technischen und dramaturgischen Qualitätsmerkmalen, wie Licht und Ton in einer Szene einzusetzen sind.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1485,Audio- und Videoproduktion,6,Die Studierenden erstellen ein Storyboard für eine Medienproduktion.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1008,Betriebswirtschaftslehre 2,1,Die Studierenden beschreiben die Systematik der Produktionsfaktoren und den Wertschöpfungsprozess in Unternehmen von der Faktorbereitstellung bis zum Vertrieb der Enderzeugnisse.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1008,Betriebswirtschaftslehre 2,2,"Die Studierenden definieren und unterscheiden Fachbegriffe aus den betrieblichen Funktionen Personal- und Materialwirtschaft, Logistik, Produktion, Marketing sowie der Planung als Teil der betrieblichen Leitungsfunktion.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1008,Betriebswirtschaftslehre 2,3,"Die Studierenden lösen Aufgabenstellen unter Anwendung von Methoden der quantitativen BWL wie zum Beispiel Personal- und Materialbedarfsplanung, Werthäufigkeitsverteilung, Stücklistenauflösung anhand von Erzeugnisstrukturen, Bestimmung der optimalen Bestellmenge, Produktionsprogrammplanung mit Hilfe der relativen Deckungsbeitragsrechnung oder der linearen Programmierung.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1008,Betriebswirtschaftslehre 2,4,Die Studierenden formulieren insbesondere in den Übungen betriebswirtschaftliche Probleme und verteidigen Lösungswege durch Argumentation.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1034,Cloud Services,1,"Die Studierenden planen und realisieren organisatorische, gesetzliche und technische Aspekte der Bereitstellung und Nutzung von Internetdiensten in aktuellen IT-Infrastrukturen.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1034,Cloud Services,2,"Die Studierenden wenden aktuelle Techniken (vgl. Cloud-, Virtualisierungs- und Automatisierungslösungen) für den lastverteilten und fehlertoleranten Betrieb von Internetdiensten an.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1034,Cloud Services,3,Die Studierenden können Internetdienste erstellen und anhand definierter Anforderungen umsetzen.,,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1034,Cloud Services,4,"Die Studierenden realisieren fachgerecht Ansätze für Monitoring, Backup/Restore, Skalierbarkeit/Ausfallsicherheit und Wartung von Internetdiensten.",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1034,Cloud Services,5,"Die Studierenden organisieren selbstständig das Arbeiten in der Form eines Projektes im Team (z.B. Verantwortlichkeiten, Ziele, Abläufe).",,,,
Angewandte Informatik (B.Sc.),Hochschule Fulda,AI1034,Cloud Services,6,Die Studierenden bringen sich aktiv in die Teamarbeit ein und gehen mit auftretenden Herausforderungen konstruktiv um.,,,,
